src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.3.31,192.168.3.29,34788,9200,6,2019-07-20 02:38:35,121.278697,665.9537247501926,0.618410337967269,0.35455526043456753,0.26385507753270143,43,32,72548,8218,5858,66,1687.1627906976744,1862.9685978982584,554,66,256.8125,183.05266276061104,5858,66,1076.88,1582.5961031166478,2504610.4255999993,860,640,20,26,1.6389013108108108,15.021676,0.0,3.769669877933693,121.278697,15.021676,0.0,2.887588023809524,4.629438705963934,114.306806,15.028737,5e-06,3.687316322580646,5.019702181802631,24,17,0,0,0,0,0,41,75,0,0,0.7441860465116279,1076.88,1444,6751,0,0,0,0,0,0,0,0,18728.5,4.0,0,0,40018162.39316239316239316239,0,1687.1627906976744,256.8125,0,43,32,72548,8218
8.8.8.8,192.168.3.29,42688,53,17,2019-07-20 02:37:13,0.014222,39586.55603993812,351.5679932498945,210.94079594993673,140.6271972999578,3,2,261,302,87,87,87.0,0.0,151,151,151.0,0.0,151,87,112.6,31.35346870762468,983.04,60,40,20,3,0.0035555,0.0141,0.0,0.006087986551397761,0.000101,0.000101,0.0,5.05e-05,5.05e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,112.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,151.0,0,3,2,261,302
239.2.11.71,192.168.3.10,53569,8662,17,2019-07-20 02:39:46,100.032941,22.152702678210773,0.23992096763405169,0.23992096763405169,0.0,24,0,2216,0,94,90,92.33333333333333,1.9720265943665387,0,0,0,0.0,94,90,92.33333333333333,1.9720265943665387,3.8888888888888893,480,0,20,24,4.349258304347826,20.021211,0.0,6.943573099807247,100.03294100000001,20.021211,0.0,4.349258304347826,6.943573099807247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.33333333333333,0,0,0,0,0,0,0,0,0,0,296.0,6.0,0,0,10385964.91228070175438596491,0,92.33333333333333,0,0,24,0,2216,0
255.255.255.255,0.0.0.0,68,67,17,2019-07-20 02:39:47,98.624256,242.4961259023338,0.7300435300622191,0.7300435300622191,0.0,72,0,23916,0,338,331,332.1666666666667,2.6087459737497545,0,0,0,0.0,338,331,332.1666666666667,2.6087459737497545,6.805555555555555,1440,0,20,72,1.3890740281690137,4.207663,0.0,1.1134320448923347,98.624256,4.207663,0.0,1.3890740281690137,1.1134320448923347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,332.1666666666667,0,0,0,0,0,0,0,0,0,0,1156.0,4.0,0,0,1005.312094617608905186720488,0,332.1666666666667,0,0,72,0,23916,0
91.189.92.19,192.168.3.29,33566,443,6,2019-07-20 02:37:13,50.917547,3687.0393618922767,1.3354924580321987,0.6873858239871611,0.6481066340450375,35,33,4081,183654,1274,66,116.6,204.43220322220697,20338,60,5565.272727272727,5375.176728723789,20338,60,2760.8088235294117,4632.328941184327,21458471.41933391,700,660,20,5,0.7599633880597013,30.283506,0.0,4.331650546787331,50.787324,30.283506,0.0,1.4937448235294117,6.002375184978339,50.788497,30.412449,5.8e-05,1.58714053125,6.182188059631193,5,8,0,0,2,3,2,13,64,0,0,0.9428571428571428,2760.8088235294117,29200,28960,0,0,0,0,0,0,0,0,0,0,178341.0,24.0,0,453912.8575682685283929375892,116.6,5565.272727272727,0,35,33,4081,183654
224.0.0.251,192.168.3.29,5353,5353,17,2019-07-20 02:37:16,63.087215,10.398303364635767,0.12680857761750935,0.12680857761750935,0.0,8,0,656,0,82,82,82.0,0.0,0,0,0,0.0,82,82,82.0,0.0,0.0,160,0,20,8,9.012459285714286,32.03371,0.0,10.689193405811212,63.087215,32.03371,0.0,9.012459285714286,10.689193405811212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0,0,8,0,656,0
8.8.8.8,192.168.3.29,39686,53,17,2019-07-20 02:38:27,0.014068,37531.9874893375,355.41654819448394,213.24992891669035,142.16661927779356,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.0035169999999999997,0.013994,0.0,0.0060489394938286496,6e-05,6e-05,0.0,3e-05,3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
8.8.8.8,192.168.3.29,40394,53,17,2019-07-20 02:38:28,0.014417,36623.43067212319,346.81279045571205,208.0876742734272,138.7251161822848,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.00360425,0.013458,0.0,0.005692638157084991,0.000548,0.000548,0.0,0.000274,0.000274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
8.8.8.8,192.168.3.29,60911,53,17,2019-07-20 02:38:28,0.01399,37741.24374553252,357.39814152966403,214.43888491779842,142.9592566118656,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.0034975,0.013899,0.0,0.006005393013783528,8.2e-05,8.2e-05,0.0,4.1e-05,4.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
8.8.8.8,192.168.3.29,46379,53,17,2019-07-20 02:38:29,0.014091,37470.72599531616,354.8364204101909,212.90185224611454,141.93456816407638,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.00352275,0.013995,0.0,0.00604623314035276,8.1e-05,8.1e-05,0.0,4.05e-05,4.05e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
192.168.3.29,192.168.3.31,9200,34788,6,2019-07-20 02:40:36,149.209913,337.4105579700995,0.3887141198185673,0.1742511571600474,0.21446296265851988,26,32,6629,43716,531,66,254.96153846153845,177.10415900281586,5858,66,1366.125,1491.8568075974986,5858,66,868.0172413793103,1243.9316215182728,1547365.8790130797,520,640,20,14,2.6177177719298252,35.016013,0.0,7.418360214885199,114.198047,35.016462,0.0,4.567921879999999,8.441656786200948,149.20988400000002,35.016013,5.4e-05,4.813222064516129,9.519487930100642,14,16,0,0,0,0,0,30,58,0,0,1.2307692307692308,868.0172413793103,6751,1444,0,0,0,0,0,0,0,0,0,0,11179.5,4.0,0,21771178.18889970788704965920,254.96153846153845,1366.125,0,26,32,6629,43716
255.255.255.255,0.0.0.0,68,67,17,2019-07-20 02:41:30,94.934019,258.79026568968914,0.779488752077377,0.779488752077377,0.0,74,0,24568,0,342,331,332.0,2.567994274642098,0,0,0,0.0,342,331,332.0,2.567994274642098,6.594594594594595,1480,0,20,74,1.3004660136986301,4.192494,0.0,1.0382295453975603,94.934019,4.192494,0.0,1.3004660136986301,1.0382295453975603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,332.0,0,0,0,0,0,0,0,0,0,0,1156.0,4.0,0,0,1003.819027754380419624140979,0,332.0,0,0,74,0,24568,0
8.8.8.8,192.168.3.29,35580,53,17,2019-07-20 02:39:11,0.014485,36451.501553331036,345.18467380048327,207.11080428028995,138.0738695201933,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.00362125,0.013883,0.0,0.005927280294325552,0.00012,0.00012,0.0,6e-05,6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
8.8.8.8,192.168.3.29,57028,53,17,2019-07-20 02:39:11,0.013989,37743.94166845379,357.423690042176,214.4542140253056,142.9694760168704,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.0034972500000000004,0.013929,0.0,0.006022801108080857,4.9e-05,4.9e-05,0.0,2.45e-05,2.45e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
8.8.8.8,192.168.3.29,57711,53,17,2019-07-20 02:39:11,0.01826,28915.66265060241,273.8225629791895,164.2935377875137,109.5290251916758,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.004565,0.009602,0.0,0.003403039376792458,0.004348,0.004348,0.0,0.002174,0.002174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
8.8.8.8,192.168.3.29,38031,53,17,2019-07-20 02:39:11,0.013968,37800.68728522337,357.9610538373425,214.77663230240552,143.184421534937,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.0034920000000000003,0.013908,0.0,0.00601370788282903,4.9e-05,4.9e-05,0.0,2.45e-05,2.45e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
8.8.8.8,192.168.3.29,34735,53,17,2019-07-20 02:39:12,0.014327,36853.49340406226,348.9914148111957,209.3948488867174,139.59656592447826,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.00358175,0.013737,0.0,0.005865138505397805,0.000429,0.000429,0.0,0.0002145,0.0002145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
8.8.8.8,192.168.3.29,36543,53,17,2019-07-20 02:39:13,0.014142,37335.596096733134,353.5567812190638,212.13406873143828,141.42271248762552,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.0035355,0.014061,0.0,0.006076941767863174,6.2e-05,6.2e-05,0.0,3.1e-05,3.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
8.8.8.8,192.168.3.29,60249,53,17,2019-07-20 02:39:13,0.014157,37296.0372960373,353.18217136398954,211.90930281839374,141.27286854559583,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.00353925,0.014098,0.0,0.0060961246450101396,4.9e-05,4.9e-05,0.0,2.45e-05,2.45e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
8.8.8.8,192.168.3.29,49391,53,17,2019-07-20 02:39:14,0.014004,37703.51328191945,357.0408454727221,214.22450728363324,142.8163381890888,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.003501,0.013884,0.0,0.005994754999163852,0.000103,0.000103,0.0,5.15e-05,5.15e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
239.2.11.71,192.168.3.10,53569,8662,17,2019-07-20 02:41:46,120.034721,21.727046793402383,0.2332658398064673,0.2332658398064673,0.0,28,0,2608,0,98,90,93.14285714285714,2.231499907401901,0,0,0,0.0,98,90,93.14285714285714,2.231499907401901,4.979591836734693,560,0,20,28,4.445730407407408,20.021259,0.0,7.338606751492876,120.034721,20.021259,0.0,4.445730407407408,7.338606751492876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,93.14285714285714,0,0,0,0,0,0,0,0,0,0,254.66666666666666,5.0,0,0,11232.98144499661834328226542,0,93.14285714285714,0,0,28,0,2608,0
8.8.8.8,192.168.3.29,46712,53,17,2019-07-20 02:39:47,0.014039,38820.428805470474,356.15072298596766,213.6904337915806,142.46028919438706,3,2,255,290,85,85,85.0,0.0,149,141,145.0,4.0,149,85,109.0,29.50254226333724,870.4,60,40,20,3,0.0035097500000000003,0.013967,0.0,0.0060375358953384285,5.9e-05,5.9e-05,0.0,2.95e-05,2.95e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,145.0,0,3,2,255,290
91.189.94.4,192.168.3.29,53984,123,17,2019-07-20 02:39:47,0.0,0,0,0,0,2,0,180,0,90,90,90.0,0.0,0,0,0,0.0,90,90,90.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,2,0,180,0
8.8.8.8,192.168.3.29,37076,53,17,2019-07-20 02:39:56,0.017492,30185.227532586323,285.84495769494623,171.50697461696774,114.3379830779785,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.004373,0.010758,0.0,0.0039366840106871675,0.00356,0.00356,0.0,0.00178,0.00178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
8.8.8.8,192.168.3.29,46808,53,17,2019-07-20 02:39:56,0.014012,37681.98686839852,356.8369968598344,214.10219811590065,142.73479874393377,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.003503,0.013887,0.0,0.005995365835376521,0.000113,0.000113,0.0,5.65e-05,5.65e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
8.8.8.8,192.168.3.29,48331,53,17,2019-07-20 02:39:56,0.014051,37577.39662657462,355.84655896377484,213.5079353782649,142.33862358550994,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.00351275,0.013954,0.0,0.006028327105217499,7.8e-05,7.8e-05,0.0,3.9e-05,3.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
8.8.8.8,192.168.3.29,58205,53,17,2019-07-20 02:39:56,0.013931,37901.08391357404,358.9117794846027,215.3470676907616,143.56471179384107,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.0034827499999999997,0.013805,0.0,0.005959618753536169,4.8e-05,4.8e-05,0.0,2.4e-05,2.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
91.189.91.157,192.168.3.29,43259,123,17,2019-07-20 02:39:57,0.0,0,0,0,0,2,0,180,0,90,90,90.0,0.0,0,0,0,0.0,90,90,90.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,2,0,180,0
8.8.8.8,192.168.3.29,36912,53,17,2019-07-20 02:39:57,0.014966,35279.967927301885,334.0906053721769,200.45436322330616,133.63624214887076,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.0037415,0.01404,0.0,0.00595416914858824,0.000107,0.000107,0.0,5.35e-05,5.35e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
8.8.8.8,192.168.3.29,49097,53,17,2019-07-20 02:39:58,0.014102,37441.497659906396,354.5596369309318,212.73578215855906,141.82385477237273,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.0035255,0.014009,0.0,0.006052691240266597,6.2e-05,6.2e-05,0.0,3.1e-05,3.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
8.8.8.8,192.168.3.29,44650,53,17,2019-07-20 02:39:58,0.015356,34383.95415472779,325.6056264652253,195.3633758791352,130.24225058609014,3,2,261,267,87,87,87.0,0.0,148,119,133.5,14.5,148,87,105.6,24.556872765073322,603.04,60,40,20,3,0.003839,0.013967,0.0,0.005872094813607833,4.8e-05,4.8e-05,0.0,2.4e-05,2.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,133.5,0,3,2,261,267
