172.28.129.14-172.28.129.12-36960-4488-6,172.28.129.14,36960,172.28.129.12,4488,6,10/20/2015 22:43,51281,2,2,128,160,128,0,64.0,90.50966799,160,0,80.0,113.137085,5616.11513,78.00159903,17093.66667,29365.73357,51002,17,51281,51281.0,0.0,51281,51281,51002,51002.0,0.0,51002,51002,1,0,0,0,64,64,39.00079952,39.00079952,0,160,83.2,77.0662053,5939.2,0,0,0,2,4,0,0,0,1,104.0,64.0,80.0,0,0,0,0,0,0,0,32,0,40,413,256,0,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-36778-4455-6,192.168.2.52,36778,192.168.2.36,4455,6,10/20/2015 21:58,2763599,4,5,1392,272,720,128,348.0,272.9004703,144,0,54.4,74.70475219,602.1134036,3.256622976,345449.875,688290.3693,2032539,195,2560728,853576.0,1210746.462,2239283,195,2557308,639327.0,929882.5013,2032539,111807,1,0,0,0,128,160,1.447387989,1.809234987,0,720,179.2,221.1629867,48913.06667,0,0,0,6,9,0,0,0,1,199.1111111,348.0,54.4,0,0,0,1376,4,4274,0,154,0,30,503,502,3,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.12-36960-4488-6,172.28.129.14,36960,172.28.129.12,4488,6,10/20/2015 22:44,4834671,20,20,2160,2496,384,0,108.0,120.2803742,336,0,124.8,131.5917131,963.0438141,8.273572287,123965.9231,202010.7425,635628,11,4834671,254456.3684,226127.4736,635628,47710,4833999,254421.0,226613.5249,635871,47356,1,0,0,0,640,640,4.136786143,4.136786143,0,384,119.0243902,124.2989316,15450.22439,0,0,0,20,40,0,0,0,1,122.0,108.0,124.8,0,0,0,4656,20,963,0,54,0,62,620,256,9,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.11-46472-4477-6,172.28.129.14,46472,172.28.129.11,4477,6,10/20/2015 22:18,4200542,12,12,880,2240,176,0,73.33333333,78.22268136,1152,0,186.6666667,323.9274142,742.7612913,5.713548394,182632.2609,394031.4167,1658032,14,4200542,381867.4545,507846.9674,1658032,47607,4200252,381841.0909,508199.7409,1658642,47328,1,0,0,0,384,384,2.856774197,2.856774197,0,1152,129.92,232.6116076,54108.16,0,0,0,12,24,0,0,0,1,135.3333333,73.33333333,186.6666667,0,0,0,1560,6,1227,0,36,0,93,1841,256,5,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.10-56286-4477-6,172.28.129.14,56286,172.28.129.10,4477,6,10/20/2015 22:32,57547,2,2,128,160,128,0,64.0,90.50966799,160,0,80.0,113.137085,5004.604932,69.50840183,19182.33333,32795.95189,57051,30,57547,57547.0,0.0,57547,57547,57051,57051.0,0.0,57051,57051,1,0,0,0,64,64,34.75420091,34.75420091,0,160,83.2,77.0662053,5939.2,0,0,0,2,4,0,0,0,1,104.0,64.0,80.0,0,0,0,0,0,0,0,32,0,40,770,256,0,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.12-36960-4488-6,172.28.129.14,36960,172.28.129.12,4488,6,10/20/2015 22:46,3982580,31,16,1840,2304,90,0,59.35483871,39.10460193,432,0,144.0,162.1192976,1040.531515,11.80139508,86577.82609,181717.3563,783759,0,3982580,132752.6667,212049.1819,784747,0,3981509,265433.9333,235545.5914,783759,48829,0,0,0,0,992,512,7.78389888,4.017496196,0,432,88.20833333,104.7519783,10972.97695,0,0,0,16,47,0,0,0,0,90.08510638,59.35483871,144.0,0,0,0,4144,31,1040,0,39,0,49,1073,256,22,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.11-46472-4477-6,172.28.129.14,46472,172.28.129.11,4477,6,10/20/2015 22:49,59902,3,2,128,160,90,0,42.66666667,45.181117,160,0,80.0,113.137085,4807.852826,83.46966712,14975.5,29428.33977,59117,1,59902,29951.0,42355.69619,59901,1,59117,59117.0,0.0,59117,59117,0,0,0,0,96,64,50.08180027,33.38786685,0,160,63.0,62.3377895,3886.0,0,0,0,2,5,0,0,0,0,75.6,42.66666667,80.0,0,0,0,0,0,0,0,25,0,32,2036,256,1,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.128.10-172.28.128.11-64715-5500-6,172.28.128.10,64715,172.28.128.11,5500,6,10/20/2015 23:01,3317800,3,23,62736,384,32768,0,20912.0,18164.35542,112,0,16.69565217,39.03662008,19024.65489,7.836518175,132712.0,650548.241,3254810,1,3317800,1658900.0,2259044.946,3256286,61514,3317058,150775.3636,693518.2952,3255275,1,1,0,0,0,60,460,0.904213636,6.932304539,0,32768,3551.407407,10200.05138,104041048.3,0,0,0,3,26,0,0,0,7,3688.0,20912.0,16.69565217,0,0,0,30352,5,494283,0,2412,0,14,256,256,1,20,1476,0,1476,1476,801236000000000.0,1133120000000000.0,1602470000000000.0,3254810.0
192.168.2.52-192.168.2.36-36778-4455-6,192.168.2.52,36778,192.168.2.36,4455,6,10/20/2015 22:01,211310,2,1,288,0,160,128,144.0,22.627417,0,0,0.0,0.0,1362.926506,14.19715111,105655.0,149316.9106,211238,72,72,72.0,0.0,72,72,0,0.0,0.0,0,0,1,0,0,0,64,32,9.464767403,4.732383702,0,160,104.0,70.95538504,5034.666667,0,0,0,2,3,0,0,0,0,138.6666667,144.0,0.0,0,0,0,0,0,0,0,96,0,0,503,503,1,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.10-56286-4477-6,172.28.129.14,56286,172.28.129.10,4477,6,10/20/2015 22:33,428982,4,2,384,4368,224,0,96.0,113.8888347,4368,0,2184.0,3088.64242,11077.38786,13.98660084,85796.4,162260.6214,372844,23,428982,142994.0,201022.0013,372844,23,55735,55735.0,0.0,55735,55735,1,0,0,0,128,64,9.324400558,4.662200279,0,4368,710.8571429,1615.969825,2611358.476,0,0,0,3,6,0,0,0,0,829.3333333,96.0,2184.0,0,0,0,0,0,0,0,64,0,728,256,256,1,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.36-192.168.2.52-41737-6200-6,192.168.2.36,41737,192.168.2.52,6200,6,10/20/2015 21:47,1478941,8,7,104,90,54,0,13.0,23.51291438,33,0,12.85714286,14.78094011,131.1749421,10.14239243,105638.6429,127346.7967,309264,12,1441529,205932.7143,123879.5193,321670,12,1478796,246466.0,124856.4909,346688,1538,1,0,0,0,256,224,5.409275962,4.733116466,0,54,15.5,21.23205124,450.8,0,0,0,8,15,0,0,0,0,16.53333333,13.0,12.85714286,0,0,0,194,8,134,0,6,0,6,504,227,3,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-21-40985-6,192.168.2.52,21,192.168.2.36,40985,6,10/20/2015 21:49,205150,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9.748964173,205150.0,0.0,205150,205150,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,4.874482086,4.874482086,0,0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,227,0,0,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-36772-4455-6,192.168.2.52,36772,192.168.2.36,4455,6,10/20/2015 21:47,4919919,94,92,1228,121572,1228,0,13.06382979,126.658529,2456,1228,1321.434783,327.3725339,24959.76052,37.80550046,26594.15676,45554.65194,165271,11,4919919,52902.35484,52479.64465,165414,60,4919817,54063.92308,52468.1477,165285,33,0,0,0,0,3092,2944,19.10600561,18.69949485,0,2456,663.2513369,700.0630662,490088.2967,0,0,0,20,186,0,0,0,0,666.8172043,13.06382979,1321.434783,0,0,0,122800,93,24960,0,6,0,653,509,509,0,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.36-192.168.2.52-36715-6200-6,192.168.2.36,36715,192.168.2.52,6200,6,10/20/2015 21:46,245196,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8.156739914,245196.0,0.0,245196,245196,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,4.078369957,4.078369957,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64480,0,0,40,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-36776-4455-6,192.168.2.52,36776,192.168.2.36,4455,6,10/20/2015 21:50,4925191,82,89,1228,122800,1228,0,14.97560976,135.609914,2456,1228,1379.775281,406.4486368,25182.37364,34.7194657,28971.71176,47143.54798,167814,9,4925191,60804.82716,53365.96162,167922,39,4924994,55965.84091,53446.36545,167851,26,0,0,0,0,2988,2848,16.64910051,18.07036519,0,2456,728.2325581,748.3882045,560084.9047,0,0,0,26,171,0,0,0,1,732.4912281,14.97560976,1379.775281,0,0,0,124028,90,25183,0,7,0,718,509,509,0,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-36776-4455-6,192.168.2.52,36776,192.168.2.36,4455,6,10/20/2015 21:50,4991949,84,95,2456,121572,2456,0,29.23809524,267.9715692,2456,1228,1279.705263,247.9267168,24845.6064,35.85773813,28044.6573,45164.83137,187661,12,4991949,60143.96386,51838.73099,187767,35,4893772,52061.40426,51637.42388,187788,23,1,0,0,0,3776,3040,16.82709499,19.03064314,0,2456,702.6888889,687.230937,472286.3608,0,0,0,18,179,0,0,0,1,706.6145251,29.23809524,1279.705263,0,0,0,124028,96,24845,0,13,0,679,509,509,0,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-36778-4455-6,192.168.2.52,36778,192.168.2.36,4455,6,10/20/2015 21:53,4999346,87,93,1228,121572,1228,0,14.11494253,131.6554193,2456,1228,1307.225806,303.3180326,24563.21287,36.00470942,27929.30726,45052.37187,167716,7,4999346,58131.93023,50961.27387,167839,36,4999244,54339.6087,51353.96505,167862,25,0,0,0,0,3092,2976,17.40227622,18.6024332,0,2456,685.2375691,688.8539064,474519.7044,0,0,0,23,180,0,0,0,1,689.0444444,14.11494253,1307.225806,0,0,0,122800,94,24563,0,6,0,675,509,509,0,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-36776-4455-6,192.168.2.52,36776,192.168.2.36,4455,6,10/20/2015 21:51,76489,2,2,0,112,0,0,0.0,0.0,112,0,56.0,79.19595949,1464.262835,52.29510126,25496.33333,38877.75912,70248,47,70295,70295.0,0.0,70295,70295,6241,6241.0,0.0,6241,6241,0,0,0,0,52,64,26.14755063,26.14755063,0,112,22.4,50.0879227,2508.8,2,0,1,1,3,0,0,0,1,28.0,0.0,56.0,0,0,0,0,0,0,0,0,0,28,4024,503,0,20,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-36776-4455-6,192.168.2.52,36776,192.168.2.36,4455,6,10/20/2015 21:51,4971989,56,91,1228,120344,1228,0,21.92857143,164.0984025,2456,1228,1322.461538,329.0372592,24451.38153,29.56563259,34054.71918,48415.86093,171280,14,4971989,90399.8,39797.78205,171401,64,4971552,55239.46667,52919.13832,171316,43,0,0,0,0,1932,2912,11.26309813,18.30253446,0,2456,829.7297297,690.1610045,476322.2122,0,0,0,48,147,0,0,0,1,835.3741497,21.92857143,1322.461538,0,0,0,121572,92,24451,0,8,0,818,509,509,0,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-36774-4455-6,192.168.2.52,36774,192.168.2.36,4455,6,10/20/2015 21:48,4999433,67,78,1228,122800,1228,0,18.32835821,150.0240777,2456,1228,1574.358974,556.1744792,24808.41327,29.00328897,34718.28472,48764.55055,197812,8,4999433,75748.98485,46053.49918,197938,37,4998176,64911.37662,50022.15132,197955,34,1,0,0,0,3208,2496,13.40151973,15.60176924,0,2456,857.9178082,881.637626,777284.9035,0,0,0,44,145,0,0,0,1,863.8344828,18.32835821,1574.358974,0,0,0,124028,79,24808,0,8,0,846,509,509,0,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.128.10-172.28.128.11-64715-5500-6,172.28.128.10,64715,172.28.128.11,5500,6,10/20/2015 23:01,4182965,6,16,48516,0,14448,2192,8086.0,4631.914162,0,0,0.0,0.0,11598.47142,5.259427224,199188.8095,912154.8882,4180159,1,4182621,836524.2,1869480.749,4180753,155,4182372,278824.8,1079480.197,4180913,1,0,0,0,0,120,320,1.434389243,3.825037981,0,14448,2625.565217,4680.546159,21907512.35,0,0,0,2,22,0,0,0,2,2744.909091,8086.0,0.0,0,0,0,32768,4,26277465,0,2205,0,0,256,256,5,20,1215,0,1215,1215,801236000000000.0,1133120000000000.0,1602470000000000.0,4180159.0
172.28.129.14-172.28.129.11-46472-4477-6,172.28.129.14,46472,172.28.129.11,4477,6,10/20/2015 22:04,3325381,39,32,62864,544,3150,0,1611.897436,1155.714766,384,0,17.0,72.69201491,19067.89027,21.35093693,47505.44286,272054.1021,1845164,6,3325381,87510.02632,366700.464,1845164,21,3325041,107259.3871,404760.2818,1846671,7,1,0,0,0,1248,1024,11.72797944,9.62295749,0,3150,882.4444444,1164.065737,1355049.039,0,0,0,5,71,0,0,0,0,894.8732394,1611.897436,17.0,0,0,0,31560,18,910691,0,885,0,7,347,256,36,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.12-36960-4488-6,172.28.129.14,36960,172.28.129.12,4488,6,10/20/2015 22:40,56720,2,2,128,288,128,0,64.0,90.50966799,288,0,144.0,203.646753,7334.273625,70.52186178,18906.66667,32219.3266,56109,32,56720,56720.0,0.0,56720,56720,56109,56109.0,0.0,56109,56109,1,0,0,0,64,64,35.26093089,35.26093089,0,288,108.8,118.874724,14131.2,0,0,0,2,4,0,0,0,1,136.0,64.0,144.0,0,0,0,0,0,0,0,32,0,72,397,256,0,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
10.147.20.236-10.147.20.237-52894-4499-6,10.147.20.236,52894,10.147.20.237,4499,6,10/20/2015 22:50,3571536,154,77,81284,0,536,72,527.8181818,58.88433933,0,0,0.0,0.0,22758.83541,64.67805448,15528.41739,172373.9699,2416955,0,3546458,23179.46405,214000.4634,2436245,0,3553716,46759.42105,300729.4682,2430722,0,0,0,0,0,3080,1540,43.11870299,21.55935149,0,536,352.6724138,253.6770205,64352.03075,0,0,0,3,231,0,0,0,0,354.1991342,527.8181818,0.0,0,0,0,27094,51,1401980,0,351,0,0,257,256,153,20,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.12-45156-445-6,172.28.129.14,45156,172.28.129.12,445,6,10/20/2015 22:37,4372294,24,14,1028,816,90,0,42.83333333,39.91912113,136,0,58.28571429,55.33037637,421.7465706,8.691089849,118170.1081,231139.0532,761041,1,4372294,190099.7391,270422.612,761041,1,3611001,277769.3077,268003.2701,601069,120,0,0,0,0,768,448,5.489109378,3.201980471,0,136,49.58974359,45.95118574,2111.511471,1,0,0,16,38,0,0,0,0,50.89473684,42.83333333,58.28571429,0,0,0,1844,23,510,0,27,0,21,252,256,14,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.11-46470-4477-6,172.28.129.14,46470,172.28.129.11,4477,6,10/20/2015 22:04,19,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,52631.57895,52631.57895,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
10.147.20.236-10.147.20.237-52894-4499-6,10.147.20.236,52894,10.147.20.237,4499,6,10/20/2015 22:50,3544502,170,85,89856,0,536,72,528.5647059,56.21649762,0,0,0.0,0.0,25350.81092,71.94240545,13954.73228,153563.6242,2006189,0,3513035,20787.18935,193409.6933,2062088,0,3532406,42052.45238,267875.1208,2018341,0,0,0,0,0,3400,1700,47.96160363,23.98080182,0,536,353.09375,253.5956775,64310.76765,0,0,0,3,255,0,0,0,0,354.4784314,528.5647059,0.0,0,0,0,29952,56,0,0,352,0,0,257,256,169,20,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.12-36960-4488-6,172.28.129.14,36960,172.28.129.12,4488,6,10/20/2015 22:37,3738852,1270,50,114052,0,90,8,89.80472441,3.982583404,0,0,0.0,0.0,30504.55059,353.0495457,2834.611069,61216.82611,1474767,0,3738783,2946.243499,62411.84529,1474798,0,3738769,76301.40816,311751.5286,1474833,18,0,0,0,0,40640,1600,339.6764568,13.37308885,0,90,86.40575322,17.58336241,309.1746335,0,0,0,7,1320,0,0,0,0,86.47121212,89.80472441,0.0,0,0,0,38017,423,143772,0,86,0,0,229,256,1269,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.12-36960-4488-6,172.28.129.14,36960,172.28.129.12,4488,6,10/20/2015 22:38,2546510,971,38,87235,0,90,8,89.84037075,3.45937505,0,0,0.0,0.0,34256.68857,396.2285638,2526.299603,57106.17426,1463378,0,2546383,2625.137113,58216.25665,1463459,0,2546450,68822.97297,294177.588,1463436,56,0,0,0,0,31072,1216,381.3061798,14.92238397,0,90,86.46039604,17.43681545,304.042533,0,0,0,3,1009,0,0,0,0,86.54608523,89.84037075,0.0,0,0,0,29078,323,7935504,0,86,0,0,229,256,970,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.11-46472-4477-6,172.28.129.14,46472,172.28.129.11,4477,6,10/20/2015 22:04,4521402,1270,56,114048,0,90,8,89.8015748,3.985592339,0,0,0.0,0.0,25224.03449,293.2718657,3412.378868,74972.52796,1874071,0,4521082,3562.712372,76608.81741,1874115,0,4521311,82205.65455,362253.581,1874126,13,0,0,0,0,40640,1792,280.8863269,12.38553882,0,90,86.01205727,18.47716391,341.405586,0,0,0,4,1326,0,0,0,0,86.07692308,89.8015748,0.0,0,0,0,38016,423,135555,0,86,0,0,241,256,1269,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-36778-4455-6,192.168.2.52,36778,192.168.2.36,4455,6,10/20/2015 22:54,4723755,5,3,7368,464,2456,0,1473.6,1345.206601,464,0,154.6666667,267.8905249,1658.003008,1.693567935,674822.1429,979202.7393,2566759,11,4723755,1180938.75,1058677.715,2566770,21,3530575,1765287.5,1133484.392,2566782,963793,0,0,0,0,172,96,1.058479959,0.635087976,0,2456,870.2222222,1198.724507,1436940.444,0,0,0,1,8,0,0,0,0,979.0,1473.6,154.6666667,0,0,0,0,0,0,0,921,0,58,1594,1594,3,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-36778-4455-6,192.168.2.52,36778,192.168.2.36,4455,6,10/20/2015 22:18,4610146,14,18,4640,1552,1228,84,331.4285714,277.7308366,336,0,86.22222222,143.5432116,1343.124491,6.94121184,148714.3871,222133.2099,1104151,24,4354723,334978.6923,391990.5351,1497514,122,4397731,258690.0588,249803.6464,1104151,28293,1,0,0,0,448,576,3.03678018,3.90443166,0,1228,196.3636364,239.4772716,57349.36364,0,0,0,18,32,0,0,0,1,202.5,331.4285714,86.22222222,0,0,0,3096,9,2166,0,145,0,48,1594,1594,13,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-36778-4455-6,192.168.2.52,36778,192.168.2.36,4455,6,10/20/2015 22:59,4948355,33,42,3372,44780,1228,0,102.1818182,299.8217652,2456,0,1066.190476,478.4170667,9730.910575,15.15655203,66869.66216,89241.00909,401014,13,4948355,154636.0938,114138.7884,466582,132,4948112,120685.6585,90767.34424,401340,30,0,0,0,0,1056,1344,6.668882891,8.487669134,0,2456,649.7368421,630.0616133,396977.6365,0,0,0,23,75,0,0,0,1,658.4,102.1818182,1066.190476,0,0,0,48152,43,9731,0,44,0,597,1597,1597,5,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.10-56286-4477-6,172.28.129.14,56286,172.28.129.10,4477,6,10/20/2015 22:59,4252048,28,28,30768,3104,5490,0,1098.857143,1549.47001,288,0,110.8571429,133.0791227,7966.043657,13.17012414,77309.96364,404667.1857,2971709,5,4252048,157483.2593,571842.0826,2971709,18,4251387,157458.7778,571936.9111,2972135,11,1,0,0,0,896,896,6.585062069,6.585062069,0,5490,597.0526316,1188.950324,1413602.872,0,0,0,15,56,0,0,0,1,607.7142857,1098.857143,110.8571429,0,0,0,16936,14,26456,0,549,0,55,2546,256,15,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
