192.168.2.36-192.168.2.52-41737-6200-6,192.168.2.36,41737,192.168.2.52,6200,6,10/20/2015 21:47,1478941,8,7,104,90,54,0,13.0,23.51291438,33,0,12.85714286,14.78094011,131.1749421,10.14239243,105638.6429,127346.7967,309264,12,1441529,205932.7143,123879.5193,321670,12,1478796,246466.0,124856.4909,346688,1538,1,0,0,0,256,224,5.409275962,4.733116466,0,54,15.5,21.23205124,450.8,0,0,0,8,15,0,0,0,0,16.53333333,13.0,12.85714286,0,0,0,194,8,134,0,6,0,6,504,227,3,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-21-40985-6,192.168.2.52,21,192.168.2.36,40985,6,10/20/2015 21:49,205150,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9.748964173,205150.0,0.0,205150,205150,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,4.874482086,4.874482086,0,0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,227,0,0,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-36772-4455-6,192.168.2.52,36772,192.168.2.36,4455,6,10/20/2015 21:47,4919919,94,92,1228,121572,1228,0,13.06382979,126.658529,2456,1228,1321.434783,327.3725339,24959.76052,37.80550046,26594.15676,45554.65194,165271,11,4919919,52902.35484,52479.64465,165414,60,4919817,54063.92308,52468.1477,165285,33,0,0,0,0,3092,2944,19.10600561,18.69949485,0,2456,663.2513369,700.0630662,490088.2967,0,0,0,20,186,0,0,0,0,666.8172043,13.06382979,1321.434783,0,0,0,122800,93,24960,0,6,0,653,509,509,0,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.36-192.168.2.52-36715-6200-6,192.168.2.36,36715,192.168.2.52,6200,6,10/20/2015 21:46,245196,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8.156739914,245196.0,0.0,245196,245196,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,4.078369957,4.078369957,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64480,0,0,40,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-36776-4455-6,192.168.2.52,36776,192.168.2.36,4455,6,10/20/2015 21:50,4925191,82,89,1228,122800,1228,0,14.97560976,135.609914,2456,1228,1379.775281,406.4486368,25182.37364,34.7194657,28971.71176,47143.54798,167814,9,4925191,60804.82716,53365.96162,167922,39,4924994,55965.84091,53446.36545,167851,26,0,0,0,0,2988,2848,16.64910051,18.07036519,0,2456,728.2325581,748.3882045,560084.9047,0,0,0,26,171,0,0,0,1,732.4912281,14.97560976,1379.775281,0,0,0,124028,90,25183,0,7,0,718,509,509,0,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.128.10-172.28.128.11-64715-5500-6,172.28.128.10,64715,172.28.128.11,5500,6,10/20/2015 23:01,4182965,6,16,48516,0,14448,2192,8086.0,4631.914162,0,0,0.0,0.0,11598.47142,5.259427224,199188.8095,912154.8882,4180159,1,4182621,836524.2,1869480.749,4180753,155,4182372,278824.8,1079480.197,4180913,1,0,0,0,0,120,320,1.434389243,3.825037981,0,14448,2625.565217,4680.546159,21907512.35,0,0,0,2,22,0,0,0,2,2744.909091,8086.0,0.0,0,0,0,32768,4,26277465,0,2205,0,0,256,256,5,20,1215,0,1215,1215,801236000000000.0,1133120000000000.0,1602470000000000.0,4180159.0
172.28.129.14-172.28.129.11-46472-4477-6,172.28.129.14,46472,172.28.129.11,4477,6,10/20/2015 22:04,3325381,39,32,62864,544,3150,0,1611.897436,1155.714766,384,0,17.0,72.69201491,19067.89027,21.35093693,47505.44286,272054.1021,1845164,6,3325381,87510.02632,366700.464,1845164,21,3325041,107259.3871,404760.2818,1846671,7,1,0,0,0,1248,1024,11.72797944,9.62295749,0,3150,882.4444444,1164.065737,1355049.039,0,0,0,5,71,0,0,0,0,894.8732394,1611.897436,17.0,0,0,0,31560,18,910691,0,885,0,7,347,256,36,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.12-36960-4488-6,172.28.129.14,36960,172.28.129.12,4488,6,10/20/2015 22:40,56720,2,2,128,288,128,0,64.0,90.50966799,288,0,144.0,203.646753,7334.273625,70.52186178,18906.66667,32219.3266,56109,32,56720,56720.0,0.0,56720,56720,56109,56109.0,0.0,56109,56109,1,0,0,0,64,64,35.26093089,35.26093089,0,288,108.8,118.874724,14131.2,0,0,0,2,4,0,0,0,1,136.0,64.0,144.0,0,0,0,0,0,0,0,32,0,72,397,256,0,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
10.147.20.236-10.147.20.237-52894-4499-6,10.147.20.236,52894,10.147.20.237,4499,6,10/20/2015 22:50,3571536,154,77,81284,0,536,72,527.8181818,58.88433933,0,0,0.0,0.0,22758.83541,64.67805448,15528.41739,172373.9699,2416955,0,3546458,23179.46405,214000.4634,2436245,0,3553716,46759.42105,300729.4682,2430722,0,0,0,0,0,3080,1540,43.11870299,21.55935149,0,536,352.6724138,253.6770205,64352.03075,0,0,0,3,231,0,0,0,0,354.1991342,527.8181818,0.0,0,0,0,27094,51,1401980,0,351,0,0,257,256,153,20,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.12-45156-445-6,172.28.129.14,45156,172.28.129.12,445,6,10/20/2015 22:37,4372294,24,14,1028,816,90,0,42.83333333,39.91912113,136,0,58.28571429,55.33037637,421.7465706,8.691089849,118170.1081,231139.0532,761041,1,4372294,190099.7391,270422.612,761041,1,3611001,277769.3077,268003.2701,601069,120,0,0,0,0,768,448,5.489109378,3.201980471,0,136,49.58974359,45.95118574,2111.511471,1,0,0,16,38,0,0,0,0,50.89473684,42.83333333,58.28571429,0,0,0,1844,23,510,0,27,0,21,252,256,14,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-36778-4455-6,192.168.2.52,36778,192.168.2.36,4455,6,10/20/2015 22:54,4723755,5,3,7368,464,2456,0,1473.6,1345.206601,464,0,154.6666667,267.8905249,1658.003008,1.693567935,674822.1429,979202.7393,2566759,11,4723755,1180938.75,1058677.715,2566770,21,3530575,1765287.5,1133484.392,2566782,963793,0,0,0,0,172,96,1.058479959,0.635087976,0,2456,870.2222222,1198.724507,1436940.444,0,0,0,1,8,0,0,0,0,979.0,1473.6,154.6666667,0,0,0,0,0,0,0,921,0,58,1594,1594,3,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-36778-4455-6,192.168.2.52,36778,192.168.2.36,4455,6,10/20/2015 22:18,4610146,14,18,4640,1552,1228,84,331.4285714,277.7308366,336,0,86.22222222,143.5432116,1343.124491,6.94121184,148714.3871,222133.2099,1104151,24,4354723,334978.6923,391990.5351,1497514,122,4397731,258690.0588,249803.6464,1104151,28293,1,0,0,0,448,576,3.03678018,3.90443166,0,1228,196.3636364,239.4772716,57349.36364,0,0,0,18,32,0,0,0,1,202.5,331.4285714,86.22222222,0,0,0,3096,9,2166,0,145,0,48,1594,1594,13,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-36778-4455-6,192.168.2.52,36778,192.168.2.36,4455,6,10/20/2015 22:59,4948355,33,42,3372,44780,1228,0,102.1818182,299.8217652,2456,0,1066.190476,478.4170667,9730.910575,15.15655203,66869.66216,89241.00909,401014,13,4948355,154636.0938,114138.7884,466582,132,4948112,120685.6585,90767.34424,401340,30,0,0,0,0,1056,1344,6.668882891,8.487669134,0,2456,649.7368421,630.0616133,396977.6365,0,0,0,23,75,0,0,0,1,658.4,102.1818182,1066.190476,0,0,0,48152,43,9731,0,44,0,597,1597,1597,5,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.10-56286-4477-6,172.28.129.14,56286,172.28.129.10,4477,6,10/20/2015 22:59,4252048,28,28,30768,3104,5490,0,1098.857143,1549.47001,288,0,110.8571429,133.0791227,7966.043657,13.17012414,77309.96364,404667.1857,2971709,5,4252048,157483.2593,571842.0826,2971709,18,4251387,157458.7778,571936.9111,2972135,11,1,0,0,0,896,896,6.585062069,6.585062069,0,5490,597.0526316,1188.950324,1413602.872,0,0,0,15,56,0,0,0,1,607.7142857,1098.857143,110.8571429,0,0,0,16936,14,26456,0,549,0,55,2546,256,15,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
192.168.2.52-192.168.2.36-36778-4455-6,192.168.2.52,36778,192.168.2.36,4455,6,10/20/2015 22:28,4955861,40,57,5016,74616,2456,0,125.4,405.2512231,2456,0,1309.052632,819.2932586,16068.24727,19.57278463,51623.55208,74039.71061,274528,16,4746997,121717.8718,77840.09886,274568,145,4856590,86724.82143,79664.30581,274796,62,1,0,0,0,1280,1824,8.071251393,11.50153324,0,2456,837.6326531,905.7209851,820330.5028,0,0,0,44,97,0,0,0,1,846.2680412,125.4,1309.052632,0,0,0,79632,58,16775,0,51,0,769,1594,1594,9,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.10-56286-4477-6,172.28.129.14,56286,172.28.129.10,4477,6,10/20/2015 22:35,1592085,15,23,640,74624,208,0,42.66666667,74.72106862,5760,0,3244.521739,2620.956953,47273.85787,23.86807237,43029.32432,122986.6914,475015,5,1592085,113720.3571,182349.7977,475015,54,1589893,72267.86364,154266.833,475495,20,1,0,0,0,480,736,9.421607515,14.44646486,0,5760,1933.538462,2552.440874,6514954.413,0,0,0,8,38,0,0,0,1,1984.421053,42.66666667,3244.521739,0,0,0,75264,23,47326,0,16,0,1963,1362,256,3,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
10.147.20.236-10.147.20.237-52894-4499-6,10.147.20.236,52894,10.147.20.237,4499,6,10/20/2015 22:56,4890199,76,87,0,9744,0,0,0.0,0.0,112,112,112.0,0.0,1992.556949,33.33197688,30186.41358,35851.53037,129107,3,4890146,65201.94667,22151.12264,129235,16957,4890106,56861.69767,30109.78912,129153,3,0,0,0,0,1520,1740,15.54128983,17.79068705,0,112,59.41463415,56.06699569,3143.508005,0,0,0,0,163,0,0,0,1,59.7791411,0.0,112.0,0,0,0,9744,87,1992,0,0,0,59,257,256,0,20,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.10-56286-4477-6,172.28.129.14,56286,172.28.129.10,4477,6,10/20/2015 22:39,59566,3,2,128,160,90,0,42.66666667,45.181117,160,0,80.0,113.137085,4834.972971,83.94050297,14891.5,29355.4556,58924,0,59566,29783.0,42119.52253,59566,0,58924,58924.0,0.0,58924,58924,0,0,0,0,96,64,50.36430178,33.57620119,0,160,63.0,62.3377895,3886.0,0,0,0,2,5,0,0,0,0,75.6,42.66666667,80.0,0,0,0,0,0,0,0,25,0,32,1403,256,1,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.10-56286-4477-6,172.28.129.14,56286,172.28.129.10,4477,6,10/20/2015 22:35,3660190,15,15,1056,11568,208,0,70.4,79.72524246,5760,0,771.2,1818.610584,3449.001281,8.196295821,126213.4483,241519.4211,1025749,13,3660190,261442.1429,295964.0193,1025749,172,3659682,261405.8571,296385.3585,1026373,200,1,0,0,0,480,480,4.09814791,4.09814791,0,5760,411.8709677,1292.921234,1671645.316,0,0,0,14,30,0,0,0,1,425.6,70.4,771.2,0,0,0,6312,7,4791,0,35,0,385,1056,256,6,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
172.28.129.14-172.28.129.10-56286-4477-6,172.28.129.14,56286,172.28.129.10,4477,6,10/20/2015 22:45,63194,3,2,128,160,90,0,42.66666667,45.181117,160,0,80.0,113.137085,4557.394689,79.12143558,15798.5,31128.26223,62489,0,63194,31597.0,44684.90593,63194,0,62489,62489.0,0.0,62489,62489,0,0,0,0,96,64,47.47286135,31.64857423,0,160,63.0,62.3377895,3886.0,0,0,0,2,5,0,0,0,0,75.6,42.66666667,80.0,0,0,0,0,0,0,0,25,0,32,1416,256,1,32,0,0,0,0,1602470000000000.0,0.0,1602470000000000.0,1602470000000000.0
